"customer_id","no_of_days_rented","case"
213,"3 days 05:04:00","NO NEED FOR REMINDER MAIL YET"
109,"2 days 22:06:00","NO NEED FOR REMINDER MAIL YET"
506,"5 days 03:02:00","NO NEED FOR REMINDER MAIL YET"
28,"2 days 19:08:00","NO NEED FOR REMINDER MAIL YET"
500,"8 days 19:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
48,"6 days 05:07:00","NO NEED FOR REMINDER MAIL YET"
197,"5 days 00:56:00","NO NEED FOR REMINDER MAIL YET"
359,"5 days 03:14:00","NO NEED FOR REMINDER MAIL YET"
251,"19:52:00","NO NEED FOR REMINDER MAIL YET"
274,"7 days 05:18:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
575,"4 days 01:57:00","NO NEED FOR REMINDER MAIL YET"
112,"1 day 22:27:00","NO NEED FOR REMINDER MAIL YET"
544,"1 day 05:07:00","NO NEED FOR REMINDER MAIL YET"
422,"5 days 19:35:00","NO NEED FOR REMINDER MAIL YET"
204,"2 days 02:39:00","NO NEED FOR REMINDER MAIL YET"
249,"3 days 19:43:00","NO NEED FOR REMINDER MAIL YET"
46,"2 days 04:58:00","NO NEED FOR REMINDER MAIL YET"
354,"2 days 19:36:00","NO NEED FOR REMINDER MAIL YET"
424,"1 day 22:19:00","NO NEED FOR REMINDER MAIL YET"
168,"3 days 03:27:00","NO NEED FOR REMINDER MAIL YET"
272,"9 days 05:21:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
381,"2 days 22:57:00","NO NEED FOR REMINDER MAIL YET"
44,"4 days 04:26:00","NO NEED FOR REMINDER MAIL YET"
84,"22:00:00","NO NEED FOR REMINDER MAIL YET"
220,"5 days 20:30:00","NO NEED FOR REMINDER MAIL YET"
506,"6 days 05:55:00","NO NEED FOR REMINDER MAIL YET"
388,"7 days 03:25:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
375,"2 days 00:50:00","NO NEED FOR REMINDER MAIL YET"
307,"6 days 20:26:00","NO NEED FOR REMINDER MAIL YET"
219,"3 days 23:51:00","NO NEED FOR REMINDER MAIL YET"
304,"1 day 04:16:00","NO NEED FOR REMINDER MAIL YET"
222,"1 day 19:32:00","NO NEED FOR REMINDER MAIL YET"
475,"2 days 04:54:00","NO NEED FOR REMINDER MAIL YET"
151,"7 days 20:52:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
77,"5 days 20:38:00","NO NEED FOR REMINDER MAIL YET"
93,"6 days 23:48:00","NO NEED FOR REMINDER MAIL YET"
246,"7 days 21:49:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
150,"4 days 20:16:00","NO NEED FOR REMINDER MAIL YET"
284,"6 days 03:31:00","NO NEED FOR REMINDER MAIL YET"
35,"8 days 18:10:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
182,"7 days 01:01:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
522,"8 days 19:49:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
288,"8 days 21:12:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
161,"4 days 01:14:00","NO NEED FOR REMINDER MAIL YET"
498,"9 days 04:02:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
190,"8 days 20:48:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
334,"8 days 18:58:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
46,"1 day 23:40:00","NO NEED FOR REMINDER MAIL YET"
574,"3 days 03:15:00","NO NEED FOR REMINDER MAIL YET"
246,"8 days 05:32:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
3,"5 days 18:03:00","NO NEED FOR REMINDER MAIL YET"
267,"3 days 04:05:00","NO NEED FOR REMINDER MAIL YET"
525,"8 days 20:35:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
249,"9 days 04:31:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
319,"6 days 05:07:00","NO NEED FOR REMINDER MAIL YET"
314,"1 day 22:15:00","NO NEED FOR REMINDER MAIL YET"
54,"3 days 04:34:00","NO NEED FOR REMINDER MAIL YET"
403,"2 days 18:18:00","NO NEED FOR REMINDER MAIL YET"
547,"8 days 00:23:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
239,"4 days 21:17:00","NO NEED FOR REMINDER MAIL YET"
293,"3 days 03:53:00","NO NEED FOR REMINDER MAIL YET"
401,"6 days 21:54:00","NO NEED FOR REMINDER MAIL YET"
133,"8 days 23:41:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
247,"7 days 01:25:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
172,"7 days 05:55:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
247,"9 days 04:34:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
87,"1 day 05:40:00","NO NEED FOR REMINDER MAIL YET"
127,"3 days 01:23:00","NO NEED FOR REMINDER MAIL YET"
529,"2 days 03:35:00","NO NEED FOR REMINDER MAIL YET"
575,"2 days 20:15:00","NO NEED FOR REMINDER MAIL YET"
343,"8 days 03:57:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
92,"6 days 02:24:00","NO NEED FOR REMINDER MAIL YET"
300,"5 days 21:25:00","NO NEED FOR REMINDER MAIL YET"
565,"9 days 04:53:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
468,"2 days 02:47:00","NO NEED FOR REMINDER MAIL YET"
240,"20:12:00","NO NEED FOR REMINDER MAIL YET"
447,"4 days 18:24:00","NO NEED FOR REMINDER MAIL YET"
364,"7 days 01:02:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
21,"8 days 01:07:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
193,"2 days 04:07:00","NO NEED FOR REMINDER MAIL YET"
261,"5 days 05:59:00","NO NEED FOR REMINDER MAIL YET"
442,"1 day 18:55:00","NO NEED FOR REMINDER MAIL YET"
557,"4 days 18:58:00","NO NEED FOR REMINDER MAIL YET"
101,"7 days 18:13:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
154,"9 days 00:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
504,"7 days 20:30:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
209,"3 days 03:07:00","NO NEED FOR REMINDER MAIL YET"
528,"1 day 23:31:00","NO NEED FOR REMINDER MAIL YET"
105,"8 days 19:26:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
274,"3 days 20:56:00","NO NEED FOR REMINDER MAIL YET"
159,"21:42:00","NO NEED FOR REMINDER MAIL YET"
543,"6 days 20:41:00","NO NEED FOR REMINDER MAIL YET"
161,"5 days 20:02:00","NO NEED FOR REMINDER MAIL YET"
557,"3 days 20:01:00","NO NEED FOR REMINDER MAIL YET"
231,"9 days 00:07:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
220,"7 days 22:30:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
445,"2 days 18:57:00","NO NEED FOR REMINDER MAIL YET"
546,"5 days","NO NEED FOR REMINDER MAIL YET"
32,"22:30:00","NO NEED FOR REMINDER MAIL YET"
491,"1 day 21:50:00","NO NEED FOR REMINDER MAIL YET"
105,"23:00:00","NO NEED FOR REMINDER MAIL YET"
398,"20:35:00","NO NEED FOR REMINDER MAIL YET"
569,"19:18:00","NO NEED FOR REMINDER MAIL YET"
168,"6 days 22:23:00","NO NEED FOR REMINDER MAIL YET"
476,"3 days 04:35:00","NO NEED FOR REMINDER MAIL YET"
95,"2 days 22:23:00","NO NEED FOR REMINDER MAIL YET"
196,"23:58:00","NO NEED FOR REMINDER MAIL YET"
228,"22:10:00","NO NEED FOR REMINDER MAIL YET"
501,"2 days 18:06:00","NO NEED FOR REMINDER MAIL YET"
64,"5 days 18:56:00","NO NEED FOR REMINDER MAIL YET"
526,"1 day 05:27:00","NO NEED FOR REMINDER MAIL YET"
56,"7 days 03:13:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
20,"6 days 19:53:00","NO NEED FOR REMINDER MAIL YET"
287,"2 days 20:19:00","NO NEED FOR REMINDER MAIL YET"
199,"8 days 18:49:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
145,"3 days 18:59:00","NO NEED FOR REMINDER MAIL YET"
162,"2 days 05:05:00","NO NEED FOR REMINDER MAIL YET"
179,"2 days 23:28:00","NO NEED FOR REMINDER MAIL YET"
288,"20:37:00","NO NEED FOR REMINDER MAIL YET"
170,"2 days 20:58:00","NO NEED FOR REMINDER MAIL YET"
111,"1 day 04:51:00","NO NEED FOR REMINDER MAIL YET"
469,"8 days 18:25:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
421,"5 days 02:36:00","NO NEED FOR REMINDER MAIL YET"
434,"8 days 00:25:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
147,"3 days 03:36:00","NO NEED FOR REMINDER MAIL YET"
113,"2 days 18:28:00","NO NEED FOR REMINDER MAIL YET"
296,"6 days 01:54:00","NO NEED FOR REMINDER MAIL YET"
231,"7 days 23:05:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
489,"1 day 04:14:00","NO NEED FOR REMINDER MAIL YET"
597,"7 days 21:40:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
110,"6 days 23:08:00","NO NEED FOR REMINDER MAIL YET"
400,"6 days 23:08:00","NO NEED FOR REMINDER MAIL YET"
403,"1 day 03:16:00","NO NEED FOR REMINDER MAIL YET"
480,"2 days 02:14:00","NO NEED FOR REMINDER MAIL YET"
245,"6 days 01:44:00","NO NEED FOR REMINDER MAIL YET"
161,"7 days 02:20:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
374,"19:05:00","NO NEED FOR REMINDER MAIL YET"
382,"3 days 00:50:00","NO NEED FOR REMINDER MAIL YET"
138,"3 days 02:05:00","NO NEED FOR REMINDER MAIL YET"
223,"3 days 01:23:00","NO NEED FOR REMINDER MAIL YET"
14,"8 days 23:53:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
408,"2 days 03:25:00","NO NEED FOR REMINDER MAIL YET"
169,"5 days 03:51:00","NO NEED FOR REMINDER MAIL YET"
359,"6 days 05:31:00","NO NEED FOR REMINDER MAIL YET"
469,"1 day 20:01:00","NO NEED FOR REMINDER MAIL YET"
312,"4 days 05:08:00","NO NEED FOR REMINDER MAIL YET"
589,"1 day 02:37:00","NO NEED FOR REMINDER MAIL YET"
120,"4 days 20:14:00","NO NEED FOR REMINDER MAIL YET"
528,"4 days 00:12:00","NO NEED FOR REMINDER MAIL YET"
184,"9 days 01:36:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
307,"2 days 20:32:00","NO NEED FOR REMINDER MAIL YET"
514,"6 days 03:45:00","NO NEED FOR REMINDER MAIL YET"
315,"8 days 05:28:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
110,"4 days 19:01:00","NO NEED FOR REMINDER MAIL YET"
161,"1 day 19:36:00","NO NEED FOR REMINDER MAIL YET"
119,"8 days 18:07:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
535,"5 days 02:31:00","NO NEED FOR REMINDER MAIL YET"
261,"6 days 02:23:00","NO NEED FOR REMINDER MAIL YET"
493,"9 days 00:33:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
311,"8 days 23:20:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
54,"6 days 18:37:00","NO NEED FOR REMINDER MAIL YET"
20,"4 days 01:20:00","NO NEED FOR REMINDER MAIL YET"
506,"8 days 18:07:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
450,"7 days 19:40:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
159,"5 days 01:33:00","NO NEED FOR REMINDER MAIL YET"
432,"9 days 04:41:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
315,"5 days 05:11:00","NO NEED FOR REMINDER MAIL YET"
106,"7 days 04:52:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
176,"4 days 18:47:00","NO NEED FOR REMINDER MAIL YET"
376,"2 days 19:06:00","NO NEED FOR REMINDER MAIL YET"
55,"1 day 23:03:00","NO NEED FOR REMINDER MAIL YET"
22,"8 days 22:58:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
444,"6 days 02:06:00","NO NEED FOR REMINDER MAIL YET"
442,"9 days 05:14:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
572,"7 days 23:59:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
463,"7 days 03:34:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
77,"7 days 21:00:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
102,"4 days 20:25:00","NO NEED FOR REMINDER MAIL YET"
324,"9 days 02:22:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
282,"19:55:00","NO NEED FOR REMINDER MAIL YET"
288,"3 days 22:02:00","NO NEED FOR REMINDER MAIL YET"
253,"7 days 23:44:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
184,"3 days 20:45:00","NO NEED FOR REMINDER MAIL YET"
155,"3 days 05:47:00","NO NEED FOR REMINDER MAIL YET"
56,"5 days 23:56:00","NO NEED FOR REMINDER MAIL YET"
21,"1 day 22:17:00","NO NEED FOR REMINDER MAIL YET"
516,"7 days 21:39:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
337,"4 days 18:34:00","NO NEED FOR REMINDER MAIL YET"
1,"5 days 19:57:00","NO NEED FOR REMINDER MAIL YET"
76,"7 days 00:58:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
142,"8 days 04:43:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
588,"7 days 02:19:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
6,"4 days 02:18:00","NO NEED FOR REMINDER MAIL YET"
173,"4 days 22:44:00","NO NEED FOR REMINDER MAIL YET"
181,"5 days 02:32:00","NO NEED FOR REMINDER MAIL YET"
17,"3 days 23:25:00","NO NEED FOR REMINDER MAIL YET"
186,"7 days 01:17:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
198,"21:00:00","NO NEED FOR REMINDER MAIL YET"
386,"6 days 19:21:00","NO NEED FOR REMINDER MAIL YET"
69,"4 days 00:05:00","NO NEED FOR REMINDER MAIL YET"
490,"6 days 03:45:00","NO NEED FOR REMINDER MAIL YET"
77,"1 day 01:13:00","NO NEED FOR REMINDER MAIL YET"
64,"2 days 01:40:00","NO NEED FOR REMINDER MAIL YET"
89,"1 day 04:17:00","NO NEED FOR REMINDER MAIL YET"
308,"5 days 18:48:00","NO NEED FOR REMINDER MAIL YET"
462,"4 days 20:12:00","NO NEED FOR REMINDER MAIL YET"
19,"1 day 04:09:00","NO NEED FOR REMINDER MAIL YET"
244,"1 day 03:34:00","NO NEED FOR REMINDER MAIL YET"
16,"2 days 03:37:00","NO NEED FOR REMINDER MAIL YET"
538,"1 day 22:19:00","NO NEED FOR REMINDER MAIL YET"
294,"8 days 01:17:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
589,"1 day 03:10:00","NO NEED FOR REMINDER MAIL YET"
249,"9 days 05:05:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
159,"6 days 03:56:00","NO NEED FOR REMINDER MAIL YET"
393,"4 days 02:36:00","NO NEED FOR REMINDER MAIL YET"
332,"5 days 21:49:00","NO NEED FOR REMINDER MAIL YET"
429,"6 days 20:42:00","NO NEED FOR REMINDER MAIL YET"
590,"8 days 01:01:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
537,"22:46:00","NO NEED FOR REMINDER MAIL YET"
426,"5 days 20:26:00","NO NEED FOR REMINDER MAIL YET"
501,"3 days 18:49:00","NO NEED FOR REMINDER MAIL YET"
299,"6 days 18:56:00","NO NEED FOR REMINDER MAIL YET"
554,"1 day 21:52:00","NO NEED FOR REMINDER MAIL YET"
494,"7 days 02:11:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
150,"7 days 23:43:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
500,"4 days 21:15:00","NO NEED FOR REMINDER MAIL YET"
580,"3 days 04:57:00","NO NEED FOR REMINDER MAIL YET"
161,"1 day 22:58:00","NO NEED FOR REMINDER MAIL YET"
595,"5 days 04:34:00","NO NEED FOR REMINDER MAIL YET"
307,"6 days 20:54:00","NO NEED FOR REMINDER MAIL YET"
533,"6 days 02:00:00","NO NEED FOR REMINDER MAIL YET"
471,"4 days 18:10:00","NO NEED FOR REMINDER MAIL YET"
372,"2 days 22:40:00","NO NEED FOR REMINDER MAIL YET"
248,"4 days 03:55:00","NO NEED FOR REMINDER MAIL YET"
407,"9 days 02:03:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
321,"7 days 04:32:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
239,"2 days 05:56:00","NO NEED FOR REMINDER MAIL YET"
109,"6 days 18:15:00","NO NEED FOR REMINDER MAIL YET"
495,"1 day 19:18:00","NO NEED FOR REMINDER MAIL YET"
569,"9 days 04:22:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
596,"3 days 21:44:00","NO NEED FOR REMINDER MAIL YET"
584,"3 days 21:04:00","NO NEED FOR REMINDER MAIL YET"
241,"7 days 02:54:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
173,"8 days 23:24:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
94,"5 days 02:42:00","NO NEED FOR REMINDER MAIL YET"
417,"8 days 02:41:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
503,"5 days 21:20:00","NO NEED FOR REMINDER MAIL YET"
442,"5 days 22:27:00","NO NEED FOR REMINDER MAIL YET"
360,"6 days 05:12:00","NO NEED FOR REMINDER MAIL YET"
428,"7 days 22:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
42,"9 days 00:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
239,"6 days 22:45:00","NO NEED FOR REMINDER MAIL YET"
250,"1 day 05:34:00","NO NEED FOR REMINDER MAIL YET"
372,"5 days 00:39:00","NO NEED FOR REMINDER MAIL YET"
198,"23:57:00","NO NEED FOR REMINDER MAIL YET"
465,"1 day 18:56:00","NO NEED FOR REMINDER MAIL YET"
396,"6 days 20:39:00","NO NEED FOR REMINDER MAIL YET"
157,"4 days 02:01:00","NO NEED FOR REMINDER MAIL YET"
240,"2 days 20:23:00","NO NEED FOR REMINDER MAIL YET"
316,"6 days 23:07:00","NO NEED FOR REMINDER MAIL YET"
505,"7 days 18:47:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
185,"2 days 21:34:00","NO NEED FOR REMINDER MAIL YET"
569,"3 days 04:48:00","NO NEED FOR REMINDER MAIL YET"
253,"5 days 20:32:00","NO NEED FOR REMINDER MAIL YET"
197,"7 days 20:25:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
281,"1 day 01:17:00","NO NEED FOR REMINDER MAIL YET"
266,"1 day 20:43:00","NO NEED FOR REMINDER MAIL YET"
43,"18:49:00","NO NEED FOR REMINDER MAIL YET"
327,"6 days 18:32:00","NO NEED FOR REMINDER MAIL YET"
23,"2 days 01:47:00","NO NEED FOR REMINDER MAIL YET"
287,"2 days 20:30:00","NO NEED FOR REMINDER MAIL YET"
437,"1 day 20:01:00","NO NEED FOR REMINDER MAIL YET"
65,"3 days 05:48:00","NO NEED FOR REMINDER MAIL YET"
103,"8 days 23:08:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
207,"2 days 05:09:00","NO NEED FOR REMINDER MAIL YET"
578,"1 day 18:33:00","NO NEED FOR REMINDER MAIL YET"
51,"4 days 04:21:00","NO NEED FOR REMINDER MAIL YET"
166,"3 days 21:51:00","NO NEED FOR REMINDER MAIL YET"
176,"4 days 20:16:00","NO NEED FOR REMINDER MAIL YET"
523,"4 days 23:25:00","NO NEED FOR REMINDER MAIL YET"
415,"23:59:00","NO NEED FOR REMINDER MAIL YET"
437,"7 days 18:57:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
596,"2 days 05:18:00","NO NEED FOR REMINDER MAIL YET"
484,"1 day 00:38:00","NO NEED FOR REMINDER MAIL YET"
313,"5 days 05:36:00","NO NEED FOR REMINDER MAIL YET"
201,"9 days 00:39:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
14,"5 days 03:17:00","NO NEED FOR REMINDER MAIL YET"
306,"8 days 04:05:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
468,"4 days 01:35:00","NO NEED FOR REMINDER MAIL YET"
87,"4 days 01:47:00","NO NEED FOR REMINDER MAIL YET"
338,"3 days 04:35:00","NO NEED FOR REMINDER MAIL YET"
490,"22:09:00","NO NEED FOR REMINDER MAIL YET"
194,"7 days 20:11:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
269,"5 days 05:28:00","NO NEED FOR REMINDER MAIL YET"
526,"8 days 22:35:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
482,"4 days 03:01:00","NO NEED FOR REMINDER MAIL YET"
531,"3 days 02:03:00","NO NEED FOR REMINDER MAIL YET"
148,"19:21:00","NO NEED FOR REMINDER MAIL YET"
197,"4 days 04:18:00","NO NEED FOR REMINDER MAIL YET"
461,"6 days 21:13:00","NO NEED FOR REMINDER MAIL YET"
172,"7 days 05:15:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
411,"1 day 02:02:00","NO NEED FOR REMINDER MAIL YET"
250,"2 days 23:21:00","NO NEED FOR REMINDER MAIL YET"
162,"4 days 00:45:00","NO NEED FOR REMINDER MAIL YET"
571,"5 days 23:02:00","NO NEED FOR REMINDER MAIL YET"
85,"7 days 23:51:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
433,"9 days 05:20:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
18,"4 days 02:22:00","NO NEED FOR REMINDER MAIL YET"
190,"5 days 00:47:00","NO NEED FOR REMINDER MAIL YET"
399,"7 days 05:03:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
528,"5 days 00:38:00","NO NEED FOR REMINDER MAIL YET"
19,"3 days 00:46:00","NO NEED FOR REMINDER MAIL YET"
387,"5 days 22:43:00","NO NEED FOR REMINDER MAIL YET"
109,"3 days 19:42:00","NO NEED FOR REMINDER MAIL YET"
246,"6 days 18:12:00","NO NEED FOR REMINDER MAIL YET"
117,"1 day 03:36:00","NO NEED FOR REMINDER MAIL YET"
112,"5 days 02:33:00","NO NEED FOR REMINDER MAIL YET"
475,"23:25:00","NO NEED FOR REMINDER MAIL YET"
269,"5 days 02:25:00","NO NEED FOR REMINDER MAIL YET"
330,"7 days 23:07:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
257,"1 day 03:33:00","NO NEED FOR REMINDER MAIL YET"
60,"6 days 19:43:00","NO NEED FOR REMINDER MAIL YET"
252,"23:27:00","NO NEED FOR REMINDER MAIL YET"
127,"2 days 18:04:00","NO NEED FOR REMINDER MAIL YET"
479,"8 days 01:33:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
518,"5 days 01:15:00","NO NEED FOR REMINDER MAIL YET"
215,"2 days 04:40:00","NO NEED FOR REMINDER MAIL YET"
313,"23:07:00","NO NEED FOR REMINDER MAIL YET"
507,"9 days 03:03:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
452,"3 days 18:50:00","NO NEED FOR REMINDER MAIL YET"
545,"7 days 05:06:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
36,"3 days 03:07:00","NO NEED FOR REMINDER MAIL YET"
412,"1 day 01:11:00","NO NEED FOR REMINDER MAIL YET"
498,"3 days 21:35:00","NO NEED FOR REMINDER MAIL YET"
245,"3 days 02:37:00","NO NEED FOR REMINDER MAIL YET"
480,"7 days 21:30:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
44,"2 days 05:56:00","NO NEED FOR REMINDER MAIL YET"
259,"7 days 23:21:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
309,"1 day 00:16:00","NO NEED FOR REMINDER MAIL YET"
416,"6 days 22:08:00","NO NEED FOR REMINDER MAIL YET"
245,"5 days 02:49:00","NO NEED FOR REMINDER MAIL YET"
452,"6 days 22:35:00","NO NEED FOR REMINDER MAIL YET"
484,"1 day 01:08:00","NO NEED FOR REMINDER MAIL YET"
551,"5 days 01:29:00","NO NEED FOR REMINDER MAIL YET"
323,"5 days 20:48:00","NO NEED FOR REMINDER MAIL YET"
197,"7 days 18:17:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
5,"21:56:00","NO NEED FOR REMINDER MAIL YET"
447,"1 day 02:36:00","NO NEED FOR REMINDER MAIL YET"
363,"7 days 01:39:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
538,"5 days 02:39:00","NO NEED FOR REMINDER MAIL YET"
454,"9 days 05:27:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
276,"7 days 02:11:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
589,"6 days 03:07:00","NO NEED FOR REMINDER MAIL YET"
256,"8 days 00:39:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
84,"8 days 00:53:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
89,"6 days 04:17:00","NO NEED FOR REMINDER MAIL YET"
495,"6 days 03:20:00","NO NEED FOR REMINDER MAIL YET"
483,"7 days 02:54:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
548,"8 days 00:03:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
420,"2 days 21:52:00","NO NEED FOR REMINDER MAIL YET"
152,"2 days 23:48:00","NO NEED FOR REMINDER MAIL YET"
130,"3 days 18:55:00","NO NEED FOR REMINDER MAIL YET"
291,"6 days 22:02:00","NO NEED FOR REMINDER MAIL YET"
7,"4 days 18:58:00","NO NEED FOR REMINDER MAIL YET"
375,"2 days 02:12:00","NO NEED FOR REMINDER MAIL YET"
269,"1 day 03:50:00","NO NEED FOR REMINDER MAIL YET"
53,"3 days 18:59:00","NO NEED FOR REMINDER MAIL YET"
126,"5 days 20:16:00","NO NEED FOR REMINDER MAIL YET"
135,"6 days 22:36:00","NO NEED FOR REMINDER MAIL YET"
281,"5 days 18:45:00","NO NEED FOR REMINDER MAIL YET"
576,"2 days 23:59:00","NO NEED FOR REMINDER MAIL YET"
201,"6 days 02:22:00","NO NEED FOR REMINDER MAIL YET"
435,"9 days 04:58:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
563,"3 days 04:22:00","NO NEED FOR REMINDER MAIL YET"
179,"9 days 05:26:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
77,"4 days 03:09:00","NO NEED FOR REMINDER MAIL YET"
58,"5 days 05:09:00","NO NEED FOR REMINDER MAIL YET"
146,"7 days 20:33:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
50,"2 days 05:59:00","NO NEED FOR REMINDER MAIL YET"
149,"2 days 05:10:00","NO NEED FOR REMINDER MAIL YET"
69,"4 days 05:26:00","NO NEED FOR REMINDER MAIL YET"
383,"7 days 19:27:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
67,"4 days 01:55:00","NO NEED FOR REMINDER MAIL YET"
